id,name,source,prescription_required,retail_price,discounted_price,manufacturer,quantity,packaging_form,salts
source_1-144848,Nimulid Strong Pain Relief Gel 30 gm,source_1,False,132.0,116.2,mankind pharma pvt ltd,30,Tube | Gel,
source_1-144849,Nimulid Strong Pain Relief Spray 42 gm,source_1,False,150.0,132.0,mankind pharma pvt ltd,42,Bottle | Spray,
source_7-206615,Nimulid Syrup,source_7,True,26.62,25.8,panacea biotec pharma ltd,60.0 ml in 1 bottle,,Nimesulide (50mg/5ml)
source_6-176562,Nimulid Syrup 30ml,source_6,True,12.57,11.06,mankind pharmaceuticals ltd,30ml Syrup in Bottle,BOTTLE,Nimesulide
source_6-176563,Nimulid Syrup 60ml,source_6,True,25.35,22.31,mankind pharmaceuticals ltd,60ml Suspension in Bottle,BOTTLE,Nimesulide(50.0 Mg)
source_2-85077,Nimulid Tablet,source_2,True,93.28,76.49,panacea biotec ltd,,,Nimesulide 100mg
source_1-144850,Nimulid Tablet 15's,source_1,True,93.0,81.8,panacea biotec ltd,15,Strip | Tablet,NIMESULIDE-100MG
source_7-206617,Nimulid Transgel,source_7,True,84.15,73.8,panacea biotec pharma ltd,30.0 gm in 1 tube,,Nimesulide (1% w/w)
source_1-144851,Nimulid Transgel 30 gm,source_1,True,76.5,67.3,panacea biotec ltd,30,Tube | Gel,NIMESULIDE-1%W/W
source_6-176564,Nimulid Tube Of 30gm Transgel,source_6,False,84.15,77.42,mankind pharmaceuticals ltd,30g Gel in Tube,TUBE,Nimesulide(10.0 Mg)
source_7-206618,Nimulide P 100mg/325mg Tablet,source_7,True,42.0,40.7,nasa pharmaceutical,10.0 tablets in 1 strip,,Nimesulide (100mg) + Paracetamol (325mg)
source_6-61824,Corsango D3 Strip Of 15 Tablets,source_6,False,223.0,223.0,hegde and hegde pharmaceuticals llp,15 Tablet(s) in Strip,STRIP,Vitamin D3 / Cholecalciferol(500.0 Iu) + Elemental Calcium(500.0 Mg)
source_2-32466,Corsango D3 Suspension,source_2,False,107.0,87.74,hegde and hegde pharmaceutical llp,,,
source_1-51787,Corsango-D3 Suspension 100ml,source_1,False,125.0,110.0,hegde & hegde pharmaceutica llp,100,Bottle | Suspension,CALCIUM-200MG + VITAMIN D3-125IU
source_6-61825,Corsango D3 Suspension 100ml,source_6,False,125.0,110.0,hegde and hegde pharmaceuticals llp,100ml Suspension in Bottle,BOTTLE,Calcium Carbonate(200.0 Mg) + Vitamin D3 / Cholecalciferol(125.0 Iu)
source_2-32467,Corsango-D3 Tablet,source_2,False,203.0,203.0,hegde and hegde pharmaceutical llp,,,
source_1-51788,Corsango-D3 Tablet 15's,source_1,False,223.0,196.2,hegde & hegde pharmaceutica llp,15,Strip | Tablet,ELEMENTAL CALCIUM-500MG + VITAMIN D3-500IU
source_7-263603,Risdone 1mg Liquid 60ml,source_7,True,148.43,121.71,intas pharmaceuticals ltd,60ML,BOTTLE,Risperidone 1 mg
source_6-223422,Risdone 1mg Tablet,source_6,True,26.16,26.16,intas pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,Risperidone(1.0 Mg)
source_7-263605,Risdone 1mg Tablet 10'S,source_7,True,29.33,24.05,intas pharmaceuticals ltd,10 Tablet(s) in a Strip,STRIP,Risperidone 1 mg
source_2-108794,Risdone 1 Tablet,source_2,True,23.06,18.91,intas pharmaceuticals ltd,,,Risperidone 1mg
source_7-263607,Risdone-1 Tablet 10's,source_7,True,29.0,25.5,intas pharmaceuticals ltd,10,Strip | Tablet,RISPERIDONE-1MG
source_3-6901,RISDONE 2MG TAB 1X10,source_3,True,50.18,42.65,intas pharmaceuticals ltd,10,Strip TABLET,RISPERIDONE 2 MG
source_6-223423,Risdone 2mg Tablet,source_6,True,41.84,36.82,intas pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,Risperidone(2.0 Mg)
source_5-31150,Risdone 2mg Tablet 10'S,source_5,True,50.18,41.15,intas pharmaceuticals ltd,10 Tablet(s) in a Strip,STRIP,Risperidone 2 mg
source_2-108795,Risdone 2 Tablet,source_2,True,41.07,33.68,intas pharmaceuticals ltd,,,Risperidone 2mg
source_1-176595,Risdone 2 Tablet 10's,source_1,True,50.0,44.0,intas pharmaceuticals ltd,10,Strip | Tablet,RISPERIDONE-2MG
source_3-6902,RISDONE 3MG TAB 1X10,source_3,True,78.0,66.3,intas pharmaceuticals ltd,10,Strip TABLET,RISPERIDONE 3 MG
source_5-31151,Risdone 3mg Tablet 10'S,source_5,True,71.0,58.22,intas pharmaceuticals ltd,10 Tablet(s) in a Strip,STRIP,Risperidone 3 mg
source_6-223424,Risdone 3mg Tablets,source_6,True,78.0,78.0,intas pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,Risperidone(3.0 Mg)
source_7-263609,Risdone 3 Tablet,source_7,True,78.0,68.4,intas pharmaceuticals ltd,10.0 tablets in 1 strip,,Risperidone (3mg)
source_1-176596,Risdone 3 Tablet 10's,source_1,True,78.0,68.6,intas pharmaceuticals ltd,10,Strip | Tablet,RISPERIDONE-3MG
source_5-31152,Risdone 4mg Tablet 10'S,source_5,True,81.57,66.89,intas pharmaceuticals ltd,10 Tablet(s) in a Strip,STRIP,Risperidone 4 mg
source_6-223425,Risdone 4mg Tablets,source_6,True,72.75,72.75,intas pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,Risperidone(4.0 Mg)
source_2-108797,Risdone 4 Tablet,source_2,True,64.12,52.58,intas pharmaceuticals ltd,,,Risperidone 4mg
source_1-176597,Risdone 4 Tablet 10's,source_1,True,81.5,71.7,intas pharmaceuticals ltd,10,Strip | Tablet,RISPERIDONE-4MG
source_7-263611,Risdone-Forte Tablet,source_7,True,114.0,99.9,intas pharmaceuticals ltd,10.0 tablets in 1 strip,,Risperidone (4mg) + Trihexyphenidyl (2mg)
source_6-223426,Risdone Forte Tablet,source_6,True,95.5,95.5,intas pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,Risperidone(4.0 Mg) + Trihexyphenidyl / Benzhexol Hydrochloride(2.0 Mg)
source_1-176598,Risdone Forte Tablet 10's,source_1,True,114.0,100.3,intas pharmaceuticals ltd,10,Strip | Tablet,RISPERIDONE-4MG + TRIHEXYPHENIDYL-2MG
source_5-31153,Risdone Forte Tablet 10'S,source_5,True,114.0,93.48,intas pharmaceuticals ltd,10 Tablet(s) in a Strip,STRIP,Risperidone 4 mg+Trihexyphenidyl 2 mg
source_7-263612,Risdone Liquid,source_7,True,148.43,128.7,intas pharmaceuticals ltd,60.0 ml in 1 bottle,,Risperidone (1mg/ml)
source_1-176599,Risdone Liquid 60 ml,source_1,True,148.0,130.2,intas pharmaceuticals ltd,60,Bottle | Solution,RISPERIDONE-1MG
source_7-263613,Risdone LS Tablet,source_7,True,85.0,72.9,intas pharmaceuticals ltd,10.0 tablets in 1 strip,,Risperidone (2mg) + Trihexyphenidyl (2mg)
source_6-223427,Risdone Ls Tablet,source_6,True,85.0,85.0,intas pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,Risperidone(2.0 Mg) + Trihexyphenidyl / Benzhexol Hydrochloride(2.0 Mg)
source_1-176600,Risdone LS Tablet 10's,source_1,True,85.0,74.8,intas pharmaceuticals ltd,10,Strip | Tablet,RISPERIDONE-2MG + TRIHEXYPHENIDYL-2MG
source_5-31154,Risdone LS Tablet 10'S,source_5,True,85.0,69.7,intas pharmaceuticals ltd,10 Tablet(s) in a Strip,STRIP,Risperidone 2 mg+Trihexyphenidyl 2 mg
source_6-223428,Risdone Mt 0.5mg Tablet,source_6,True,33.5,28.47,intas pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,Risperidone(0.5 Mg)
source_5-31155,Risdone MT 0.5mg Tablet 10'S,source_5,True,33.5,27.47,intas pharmaceuticals ltd,10 Tablet(s) in a Strip,STRIP,Risperidone 0.5 mg
source_1-176601,Risdone MT 0.5 Tablet 10's,source_1,True,33.5,29.5,intas pharmaceuticals ltd,10,Strip | Tablet,RISPERIDONE-0.5MG
source_2-108801,Risdone MT 0.5 Tablet MD,source_2,True,30.5,25.01,intas pharmaceuticals ltd,,,Risperidone 0.5mg
source_6-223429,Risdone Mt 1mg Tablet,source_6,True,33.91,28.82,intas pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,Risperidone(1.0 Mg)
source_1-176602,RISDONE MT 1MG TABLET,source_1,True,33.5,29.5,intas pharmaceuticals ltd,10,Strip | Tablet,RISPERIDONE-1MG
source_5-31156,Risdone MT 1mg Tablet 10'S,source_5,True,33.91,27.81,intas pharmaceuticals ltd,10 Tablet(s) in a Strip,STRIP,Risperidone 1 mg
source_2-108802,Risdone MT 1 Tablet,source_2,True,32.75,26.86,intas pharmaceuticals ltd,,,Risperidone 1mg
source_3-6903,RISDONE MT 2MG TAB 1X10,source_3,True,50.18,42.65,intas pharmaceuticals ltd,10,Strip,RISPERIDONE 2 MG
source_2-108803,Risdone MT 2mg Tablet,source_2,True,47.0,38.54,intas pharmaceuticals ltd,,,Risperidone 2mg
source_6-223430,Risdone Mt 2mg Tablet,source_6,True,51.0,51.0,intas pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,Risperidone(2.0 Mg)
source_5-31157,Risdone MT 2mg Tablet 10'S,source_5,True,50.18,35.13,intas pharmaceuticals ltd,10 Tablet(s) in a Strip,STRIP,Risperidone 2 mg
source_1-176603,Risdone-MT-2 Tablet 10's,source_1,True,50.0,44.0,intas pharmaceuticals ltd,10,Strip | Tablet,RISPERIDONE-2MG
source_2-108804,Risdone-Plus Tablet,source_2,True,59.5,48.79,intas pharmaceuticals ltd,,,"Risperidone 3mg,Trihexyphenidyl/Benzhexol 2mg"
source_6-223431,Risdone Plus Tablet,source_6,True,71.0,71.0,intas pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,Risperidone(3.0 Mg) + Trihexyphenidyl / Benzhexol Hydrochloride(2.0 Mg)
source_1-176604,Risdone Plus Tablet 10's,source_1,True,85.0,74.8,intas pharmaceuticals ltd,10,Strip | Tablet,RISPERIDONE-3MG + TRIHEXYPHENIDYL-2MG
source_5-31158,Risdone Plus Tablet 10'S,source_5,True,85.0,69.7,intas pharmaceuticals ltd,10 Tablet(s) in a Strip,STRIP,Risperidone 3 mg+Trihexyphenidyl 2 mg
source_6-223432,Risdone Suspension 60ml,source_6,True,130.37,130.37,intas pharmaceuticals ltd,60ml Oral Liquid in Bottle,BOTTLE,Risperidone(1.0 Mg)
source_3-6904,RISDONE SYP 60ML,source_3,True,148.43,126.17,intas pharmaceuticals ltd,60,Bottle SYRUP,RISPERIDONE 1 MG
source_6-172175,Neovec 10mg Dry Vial Of 1 Powder For Injection,source_6,True,109.5,96.36,neon laboratories ltd,1 Powder For Injection(s) in Dry Vial,DRY VIAL,Vecuronium(10.0 Mg)
source_4-4074,Neovec 10mg Injection,source_4,True,122.75,104.0,neon laboratories ltd,1 VIAL(s),VIAL,VECURONIUM BROMIDE
source_6-172176,Neovec 20mg Injection,source_6,True,473.0,416.24,neon laboratories ltd,20ml Injection,INJECTION,Vecuronium Bromide
source_1-142250,Neovec-20Mg Inj,source_1,True,520.0,457.6,neon laboratories ltd,1,Vial | Injection,VECURONIUM-20MG
source_2-82905,NEOVEC 4MG/2ML INJ AMP,source_2,True,90.5,74.21,neon laboratories ltd,,,
source_6-172177,Neovec 4mg Ampoule Of 1 Powder For Injection,source_6,True,90.5,76.92,neon laboratories ltd,1 Powder For Injection(s) in Ampoule,AMPOULE,Vecuronium(4.0 Mg)
source_2-82906,Neovec 4mg Injection,source_2,True,135.0,110.7,neon laboratories ltd,,,Vecuronium 4mg
source_6-184554,Oflomac 0.3% E/E Drops 5ml,source_6,True,19.05,19.05,macleods pharmaceuticals,5ml Eye/Ear Drop in Bottle,BOTTLE,Ofloxacin(0.3 %) + Dexamethasone(0.1 %)
source_6-184555,Oflomac 100mg Strip Of 10 Tablets,source_6,True,50.6,44.53,macleods pharmaceuticals,10 Tablet(s) in Strip,STRIP,Ofloxacin(100.0 Mg)
source_3-5750,OFLOMAC 100MG TAB 1X10,source_3,True,50.6,43.01,macleods pharmaceuticals pvt ltd,10,Strip,OFLOXACIN 100 MG
source_7-215015,Oflomac 100 Tablet,source_7,True,61.05,52.92,macleods pharmaceuticals pvt ltd,10.0 tablets in 1 strip,,Ofloxacin (100mg)
source_1-149269,Oflomac 100 Tablet 10's,source_1,True,61.0,53.7,macleods pharmaceuticals ltd,10,Strip | Tablet,OFLOXACIN-100MG
source_7-215016,Oflomac 200mg Infusion,source_7,True,137.5,119.7,macleods pharmaceuticals pvt ltd,100.0 ml in 1 bottle,,Ofloxacin (200mg)
source_6-184556,Oflomac 200mg Strip Of 10 Tablets,source_6,True,88.5,80.53,macleods pharmaceuticals,10 Tablet(s) in Strip,STRIP,Ofloxacin(200.0 Mg)
source_7-215017,Oflomac 200 Tablet,source_7,True,88.5,69.3,macleods pharmaceuticals pvt ltd,10.0 tablets in 1 strip,,Ofloxacin (200mg)
source_1-149270,Oflomac 200 Tablet 10's,source_1,True,88.5,77.9,macleods pharmaceuticals ltd,10,Strip | Tablet,OFLOXACIN-200MG
source_6-184557,Oflomac 300mg Strip Of 10 Tablets,source_6,True,146.3,130.21,macleods pharmaceuticals,10 Tablet(s) in Strip,STRIP,Ofloxacin(300.0 Mg)
source_2-88887,Oflomac 300 Tablet,source_2,True,110.0,90.2,macleods pharmaceuticals pvt ltd,,,Ofloxacin 300mg
source_1-149271,Oflomac 300 Tablet 10's,source_1,True,146.0,128.5,macleods pharmaceuticals ltd,10,Strip | Tablet,OFLOXACIN-300MG
source_6-184558,Oflomac 400mg Strip Of 10 Tablets,source_6,True,139.7,122.94,macleods pharmaceuticals,10 Tablet(s) in Strip,STRIP,Ofloxacin(400.0 Mg)
source_3-5751,OFLOMAC 400MG TAB 1X10,source_3,True,153.0,130.05,macleods pharmaceuticals pvt ltd,10,Strip,OFLOXACIN 400 MG
source_2-88888,Oflomac 400 Tablet,source_2,True,127.0,104.14,macleods pharmaceuticals pvt ltd,,,Ofloxacin 400mg
source_1-149272,Oflomac 400 Tablet 10's,source_1,True,184.5,162.4,macleods pharmaceuticals ltd,10,Strip | Tablet,OFLOXACIN-400MG
source_1-149273,Oflomac 50 Oral Solution 60 ml,source_1,True,72.5,63.8,macleods pharmaceuticals ltd,60,Bottle | Oral Solution,OFLOXACIN-50MG
source_1-149274,Oflomac CX 100DT Tablet 10's,source_1,True,70.0,61.6,macleods pharmaceuticals ltd,10,Strip | Tablet,CEFIXIME-100MG + OFLOXACIN-100MG
source_7-215020,Oflomac CX 100mg/100mg Tablet DT,source_7,True,77.0,74.7,macleods pharmaceuticals pvt ltd,10.0 tablet dt in 1 strip,,Cefixime (100mg) + Ofloxacin (100mg)
source_6-184559,Oflomac Cx 100mg Dt Strip Of 10 Tablets,source_6,True,88.5,77.88,macleods pharmaceuticals,10 Tablet(s) in Strip,STRIP,Ofloxacin(100.0 Mg) + Cefixime(100.0 Mg)
source_2-88889,Oflomac CX 200 mg/200 mg Tablet,source_2,True,145.0,118.9,macleods pharmaceuticals pvt ltd,,,"Cefixime 200mg,Ofloxacin 200mg"
source_6-184560,Oflomac Cx 200mg Strip Of 10 Tablets,source_6,True,192.0,192.0,macleods pharmaceuticals,10 Tablet(s) in Strip,STRIP,Cefixime(200.0 Mg) + Ofloxacin(200.0 Mg)
source_6-184561,Oflomac Cx Bottle Of 30ml Dry Syrup,source_6,True,43.6,38.37,macleods pharmaceuticals,30ml Dry Syrup in Bottle,BOTTLE,Cefixime + Ofloxacin
source_7-215022,Oflomac CX Dry Syrup,source_7,True,46.0,44.6,macleods pharmaceuticals pvt ltd,30.0 ml in 1 bottle,,Cefixime (50mg/5ml) + Ofloxacin (50mg/5ml)
source_6-184562,Oflomac Dx Bottle Of 5ml Eye/Ear Drops,source_6,True,7.51,7.51,macleods pharmaceuticals,5ml Eye/Ear Drop in Bottle,BOTTLE,Ofloxacin(0.3 %) + Dexamethasone(0.1 %)
source_7-215023,Oflomac DX Eye/Ear Drops,source_7,True,7.51,7.3,macleods pharmaceuticals pvt ltd,5.0 ml in 1 packet,,Ofloxacin (0.3%) + Dexamethasone (0.1%)
source_1-149275,Oflomac Eye/Ear Drops,source_1,True,19.05,16.764,macleods pharmaceuticals ltd,5,Bottle | Eye/Ear Drops,OFLOXACIN-0.3%W/V
source_6-184563,Oflomac Forte Bottle Of 30ml Oral Solution,source_6,True,71.25,62.7,macleods pharmaceuticals,30ml Oral Solution in Bottle,BOTTLE,Ofloxacin(100.0 Mg/5ml)
source_2-88892,Oflomac Forte Oral Solution,source_2,True,59.0,48.38,macleods pharmaceuticals pvt ltd,,,Ofloxacin 100mg/5ml
source_1-149276,Oflomac Forte Oral Solution 30 ml,source_1,True,71.0,62.5,macleods pharmaceuticals ltd,30,Bottle | Oral Solution,OFLOXACIN-100MG
source_1-149277,Oflomac Forte Oral Solution 60 ml,source_1,True,156.5,137.7,macleods pharmaceuticals ltd,60,Bottle | Oral Solution,OFLOXACIN-100MG
source_6-184564,Oflomac Injection 100ml,source_6,True,125.4,106.59,macleods pharmaceuticals,100ml Infusion in Bottle,BOTTLE,Ofloxacin(200.0 Mg)
source_1-149278,Oflomac Iv 100ml,source_1,True,137.5,121.0,macleods pharmaceuticals ltd,100,Bottle | Infusion,OFLOXACIN-200MG + SODIUM CHLORIDE-0.9G
source_7-215027,Oflomac IV 200mg Infusion,source_7,True,79.0,76.6,macleods pharmaceuticals pvt ltd,200.0 ml in 1 bottle,,Ofloxacin (200mg)
source_6-184565,Oflomac M Bottle Of 30ml Suspension,source_6,True,45.68,45.68,macleods pharmaceuticals,30ml Suspension in Bottle,BOTTLE,Ofloxacin(50.0 Mg/5ml) + Metronidazole(100.0 Mg/5ml)
source_6-184566,Oflomac M Bottle Of 60ml Suspension,source_6,True,62.7,55.18,macleods pharmaceuticals,60ml Suspension in Bottle,BOTTLE,Ofloxacin(50.0 Mg/5ml) + Metronidazole(100.0 Mg/5ml)
source_7-215028,Oflomac-M Forte Suspension,source_7,True,88.25,78.3,macleods pharmaceuticals pvt ltd,60.0 ml in 1 bottle,,Ofloxacin (100mg/5ml) + Metronidazole (200mg/5ml)
source_6-184567,Oflomac M Forte Suspension 30ml,source_6,True,46.18,46.18,macleods pharmaceuticals,30ml Suspension in Bottle,BOTTLE,Ofloxacin(100.0 Mg/5ml) + Metronidazole(200.0 Mg/5ml)
source_1-149279,Oflomac-M Forte Suspension 60 ml,source_1,True,88.0,77.4,macleods pharmaceuticals ltd,60,Bottle | Suspension,METRONIDAZOLE-200MG + OFLOXACIN-100MG
source_6-184568,Oflomac M Forte Suspension 60ml,source_6,True,88.25,77.66,macleods pharmaceuticals,60ml Suspension in Bottle,BOTTLE,Ofloxacin(100.0 Mg/5ml) + Metronidazole(200.0 Mg/5ml)
source_1-149280,Oflomac M Forte Syrup 30 ml,source_1,True,80.0,70.4,macleods pharmaceuticals ltd,30,Bottle | Syrup,"OFLOXACIN-100MG,METRONIDAZOLE"
source_7-215029,Oflomac-M Suspension,source_7,True,62.7,54.9,macleods pharmaceuticals pvt ltd,60.0 ml in 1 bottle,,Ofloxacin (50mg/5ml) + Metronidazole (100mg/5ml)
source_1-149281,Oflomac-M Suspension 30 ml,source_1,True,62.5,55.0,macleods pharmaceuticals ltd,30,Bottle | Suspension,METRONIDAZOLE-100MG + OFLOXACIN-50MG
source_1-149282,Oflomac-M Suspension 60 ml,source_1,True,62.5,55.0,macleods pharmaceuticals ltd,60,Bottle | Suspension,METRONIDAZOLE-100MG + OFLOXACIN-50MG
source_7-215030,Oflomac-M Tablet,source_7,True,11.13,10.8,macleods pharmaceuticals pvt ltd,10.0 tablets in 1 strip,,Ofloxacin (NA) + Metronidazole (NA)
source_6-184569,Oflomac M Tablets,source_6,True,11.13,11.13,macleods pharmaceuticals,10 Tablet(s) in Strip,STRIP,Ofloxacin(200.0 Mg) + Metronidazole(600.0 Mg)
source_6-184570,Oflomac Mn Suspension 30ml,source_6,True,29.73,29.73,macleods pharmaceuticals,30ml Suspension in Bottle,BOTTLE,Metronidazole + Ofloxacin
source_6-184571,Oflomac Mn Suspension 60ml,source_6,True,209.25,209.25,macleods pharmaceuticals,60ml Suspension in Bottle,BOTTLE,Metronidazole + Ofloxacin
source_2-88897,Oflomac MN Syrup,source_2,True,44.41,36.42,macleods pharmaceuticals pvt ltd,,,"Ofloxacin 50mg/5ml,Metronidazole 100mg/5ml"
source_1-149283,Oflomac MN Syrup 60 ml,source_1,True,72.5,63.8,macleods pharmaceuticals ltd,60,Bottle | Syrup,METRONIDAZOLE-100MG + OFLOXACIN-50MG
source_6-184572,Oflomac Od 100 Mg Strip Of 10 Tablets,source_6,True,34.37,30.25,macleods pharmaceuticals,10 Tablet(s) in Strip,STRIP,Ofloxacin(100.0 Mg)
source_2-88898,Oflomac OD 100mg Tablet,source_2,True,34.37,28.18,macleods pharmaceuticals pvt ltd,,,Ofloxacin 100mg
source_7-215033,Oflomac OD 400mg Tablet,source_7,True,52.11,50.5,macleods pharmaceuticals pvt ltd,5.0 tablets in 1 strip,,Ofloxacin (400mg)
source_6-184573,Oflomac Od Tablets,source_6,True,52.11,45.86,macleods pharmaceuticals,5 Tablet(s) in Strip,STRIP,Ofloxacin(400.0 Mg)
source_2-88900,Oflomac Oral Solution,source_2,True,30.0,24.6,macleods pharmaceuticals pvt ltd,,,Ofloxacin 50mg/5ml
source_2-88901,Oflomac OZ 200 mg/500 mg Infusion,source_2,True,136.75,112.14,macleods pharmaceuticals pvt ltd,,,"Ofloxacin 200mg,Ornidazole 500mg"
source_6-184574,Oflomac Oz Infusion 100ml,source_6,True,136.75,120.34,macleods pharmaceuticals,100ml Infusion in Vial,VIAL,Ofloxacin(200.0 Mg) + Ornidazole(500.0 Mg)
source_6-184575,Oflomac Oz Strip Of 10 Tablets,source_6,True,179.3,154.2,macleods pharmaceuticals,10 Tablet(s) in Strip,STRIP,Ofloxacin(200.0 Mg) + Ornidazole(500.0 Mg)
source_2-88902,Oflomac OZ Suspension,source_2,True,45.9,37.64,macleods pharmaceuticals pvt ltd,,,"Ofloxacin 50mg/5ml,Ornidazole 125mg/5ml"
source_6-184576,Oflomac Oz Syrup 30ml,source_6,True,45.9,40.39,macleods pharmaceuticals,30ml Suspension in Bottle,BOTTLE,Ofloxacin + Ornidazole
source_2-88903,Oflomac OZ Tablet,source_2,True,179.3,147.03,macleods pharmaceuticals pvt ltd,,,"Ofloxacin 200mg, Ornidazole 500mg"
source_1-149284,Oflomac OZ Tablet 10's,source_1,True,179.0,157.5,macleods pharmaceuticals ltd,10,Strip | Tablet,OFLOXACIN-200MG + ORNIDAZOLE-500MG
source_6-184577,Oflomac Solution 30ml,source_6,True,39.6,33.66,macleods pharmaceuticals,30ml Oral Solution in Bottle,BOTTLE,Ofloxacin(50.0 Mg)
source_6-184578,Oflomac Solution 60ml,source_6,True,72.6,72.6,macleods pharmaceuticals,60ml Oral Solution in Bottle,BOTTLE,Ofloxacin(50.0 Mg)
source_1-149285,Oflomac Suspension 30 ml,source_1,True,43.5,38.3,macleods pharmaceuticals ltd,30,Bottle | Suspension,OFLOXACIN-50MG
source_3-5752,OFLOMAC SUSPENSION 30ML,source_3,True,39.6,33.66,macleods pharmaceuticals pvt ltd,30,Bottle SUSPENSION,OFLOXACIN 50 MG /5ML
source_1-149286,Oflomac Suspension 60 ml,source_1,True,72.5,63.8,macleods pharmaceuticals ltd,60,Bottle | Suspension,OFLOXACIN-50MG
source_1-149287,OFLOMAC TZ 100MG TABLET,source_1,True,115.5,101.6,macleods pharmaceuticals ltd,10,Strip | Tablet,OFLOXACIN-200MG + TINIDAZOLE-600MG
source_2-88904,Oflomac TZ 200 mg/600 mg Tablet,source_2,True,87.5,71.75,macleods pharmaceuticals pvt ltd,,,"Ofloxacin 200mg,Tinidazole 600mg"
source_1-149288,Oflomac TZ 200 mg Tablet 10's,source_1,True,115.5,101.6,macleods pharmaceuticals ltd,10,Strip | Tablet,OFLOXACIN-200MG + TINIDAZOLE-600MG
source_1-149289,OFLOMAC TZ 400MG TABLET,source_1,True,115.5,101.6,macleods pharmaceuticals ltd,10,Strip | Tablet,OFLOXACIN-200MG + TINIDAZOLE-600MG
source_6-184579,Oflomac Tz Strip Of 10 Tablets,source_6,True,115.5,101.64,macleods pharmaceuticals,10 Tablet(s) in Strip,STRIP,Tinidazole(600.0 Mg) + Ofloxacin(200.0 Mg)
source_6-113747,Gutgain Bottle Of 5ml Suspension (Pack Of 10),source_6,False,490.0,431.2,alkem laboratories ltd,5ml Suspension in Bottle,BOTTLE,Bacillus Clausii(2.0 B)
source_7-138431,Gutgain Oral Suspension (5ml Each),source_7,False,530.0,444.6,alkem laboratories ltd,10.0 oral suspensions in 1 bottle,,Bacillus Clausii (2Billion Spores)
source_6-113748,Gutgain Sachet 1gm,source_6,False,54.0,54.0,alkem laboratories ltd,1g Granules in Sachet,SACHET,Saccharomyces Boulardii(5.0 Billion Cfu) + Bacillus Subtilis(1.0 Billion Cfu)
source_1-96544,Gutgain Sachet 1 gm,source_1,False,54.0,47.52,alkem laboratories ltd,1,Packet | Powder,
source_1-96545,Gutgain Suspension 10X5 ml,source_1,False,530.0,466.4,alkem laboratories ltd,10X5,Packet | Suspension,BACILLUS CLAUSII-2BILLION SPORES
source_1-103909,Insupen Blue,source_1,True,675.0,594.0,biocon ltd,1,Box | Injection,INSULIN PEN
source_6-125694,Insupen Ez Device,source_6,False,741.8,741.8,biocon ltd,1 Device(s) in Box,BOX,
source_1-103910,Insupen EZ Pen 1's,source_1,False,741.8,652.784,biocon ltd,1,Packet | Device,
source_1-103911,Insupen Gold,source_1,True,675.0,594.0,biocon ltd,1,Box | Injection,INSULIN PEN
source_6-125695,Insupen Gold Ease Pen,source_6,False,675.0,594.0,biocon ltd,1 Device(s) in Device,DEVICE,Human Insulin(100.0 Iu)
source_1-103912,Insupen Pro+Basalog Refil 100iu 5X3ml Initiation Kit,source_1,True,3325.0,2726.5,biocon ltd,1,Box | Injection,INSULIN GLARGINE-100IU
source_7-147465,Insupen Pro + Insugen 30/70 Refill Initiation Kit,source_7,True,1450.0,1407.0,biocon,1.0 Kit in 1 box,,Insulin Isophane (70%) + Human insulin (30%)
source_6-125696,Insupen Pro Device 1 Numbers,source_6,False,1299.0,1078.17,biocon biologics ltd,1 Device(s) in Box,BOX,
source_1-103913,Insupen Pro Green,source_1,False,1299.0,1143.1,biocon ltd,1,Packet | Device,
source_2-62055,Insupen Pro Pen,source_2,False,1299.0,1299.0,biocare remedies,,,
source_6-125697,Insupen Pro Plus Insugen 30/70 Refil Box Of 1 Injection,source_6,True,1450.0,1290.5,biocon biologics ltd,1 Injection(s) in Box,BOX,Human Insulin / Soluble Insulin(100.0 Iu/Ml)
source_1-103914,Insupen Pro Plus Insugen 30/70 Refil Initiation Kit 5 x 3 ml,source_1,True,1299.0,1143.1,biocon ltd,5 x 3,Box | Injection,INSULIN HUMAN-100IU
source_1-103915,Insupen Red 1'S,source_1,False,1299.0,1143.1,biocon ltd,1,Box | Device,
source_1-226958,ZOCON 0.05% GEL 15GM,source_1,True,50.0,44.0,fdc ltd,15,Tube | Gel,FLUCONAZOLE-0.5% W/W
source_6-282702,Zocon 0.3% Eye Drops 5ml,source_6,True,76.45,67.28,fdc ltd,5ml Eye Drop in Bottle,BOTTLE,Fluconazole(0.3 %W/V)
source_6-282703,Zocon 0.5% Transgel,source_6,False,51.44,51.44,fdc ltd,15g Gel in Tube,TUBE,Fluconazole(0.5 %)
source_6-282704,Zocon 1% Bottle Of 75gm Dusting Powder,source_6,False,99.0,87.12,fdc ltd,75g Dusting Powder in Bottle,BOTTLE,Clotrimazole(1.0 %)
